 RespId,Q9_1,Q9_2,Q9_3,Q9_4
470056,Fairly good,Fairly good,Very bad,Very bad
470057,Very good,Very bad,Fairly good,Very bad
470058,Very good,Very bad,Very bad,Very bad
470059,Very good,Very bad,Very bad,Very bad
470061,Fairly good,Fairly good,Very good,Fairly bad
470062,Fairly good,Very bad,Very bad,Very bad
470064,Very good,Fairly bad,Very bad,Very bad
470065,Very bad,Fairly bad,Very bad,
470067,Very good,Very bad,Fairly bad,Fairly bad
470068,Very good,Fairly bad,Very bad,Very bad
470070,Very good,Fairly bad,Fairly good,Very bad
470071,Very good,Fairly good,Fairly bad,Fairly bad
470072,Fairly good,Very good,Very bad,Very bad
470073,Fairly good,Fairly good,Very bad,Very bad
470074,Fairly good,Fairly good,Fairly bad,Fairly bad
480081,Very good,Very bad,Fairly bad,Fairly bad
470075,Fairly good,Fairly bad,Fairly bad,Fairly bad
470077,Very bad,Very bad,Fairly good,Fairly good
470079,Very good,Fairly bad,Fairly bad,Fairly bad
470080,,,,Fairly bad
470082,Very good,Fairly good,Very bad,Very bad
470087,Very bad,Fairly bad,Fairly bad,Fairly bad
470088,Very good,Very bad,Very bad,Very bad
470089,Very bad,Fairly good,Fairly good,Very good
470090,Fairly good,Fairly good,Fairly good,Fairly good
470092,Fairly good,Fairly good,Fairly good,Very bad
470094,Very good,Fairly good,Very bad,Very bad
470096,Fairly good,Fairly good,Very bad,Fairly bad
470097,Fairly good,Very bad,Very bad,Very bad
470098,Very good,Fairly bad,Fairly bad,Very bad
470100,Very good,Fairly good,Fairly bad,Very bad
470101,Fairly good,Fairly good,Very good,Fairly good
470102,Fairly good,Fairly bad,Very good,Fairly bad
470103,Fairly good,Fairly good,Fairly good,Fairly bad
470104,Very good,Fairly bad,Very bad,Very bad
470106,,,,
470107,Very good,Fairly good,Very bad,Very bad
470108,Very good,Fairly good,Very bad,Very bad
470109,Very good,Very bad,Fairly good,Very bad
470111,Very good,Fairly good,Very bad,Very bad
470112,Fairly good,Very good,Very good,Fairly good
470113,Very good,Very good,Very bad,Very bad
470115,Fairly good,Fairly good,Fairly bad,Fairly good
470116,Very good,Fairly good,Very bad,Very bad
470117,Very good,Fairly good,Very bad,Very bad
470118,Very good,Fairly bad,Very bad,Very bad
470119,Very good,Fairly bad,Very bad,Very bad
480127,Very good,Fairly good,Very bad,Very bad
470120,Very good,Fairly good,Fairly bad,Fairly bad
470121,Very good,Fairly bad,Very bad,Very bad
470122,Very good,Very bad,Very bad,Fairly bad
470125,Very good,Very bad,Very bad,Very bad
470126,Fairly good,Fairly bad,Fairly bad,Fairly bad
470127,Fairly good,Fairly good,Fairly bad,Fairly bad
470128,Fairly good,Very good,Fairly bad,Very bad
470131,Very good,Fairly good,Fairly bad,Very good
470133,Very good,Very good,Very bad,Very bad
470134,Fairly good,Fairly good,Fairly bad,Fairly bad
470135,Very good,Very bad,Very bad,Very bad
470137,Very good,Fairly good,Very bad,Fairly bad
470138,Very good,Fairly good,Fairly bad,Very bad
470139,Very good,Fairly bad,Very bad,Very bad
470140,Very good,Very bad,Fairly bad,Very bad
470141,Very good,Fairly bad,Fairly bad,Fairly bad
470142,Very good,Fairly good,Very bad,Very bad
480152,Very good,Fairly good,Fairly bad,Fairly bad
470143,Fairly good,Fairly bad,Fairly bad,Fairly bad
470144,Fairly good,Very bad,Fairly bad,Very bad
470145,Very good,Very good,Very good,Fairly good
470146,Very good,Fairly good,Very bad,Very bad
470147,Very good,Very bad,Very bad,Very bad
470148,Very good,Fairly good,Very bad,Very bad
470149,Very good,Very bad,Fairly bad,Fairly bad
470151,Fairly bad,Fairly bad,Fairly bad,Very bad
470152,Fairly good,Fairly bad,Fairly good,Very bad
470154,Very good,Very good,Very good,Very good
470158,Fairly good,Fairly bad,Fairly bad,Fairly bad
470159,Very good,Fairly bad,Very bad,Very bad
470160,Fairly good,Fairly bad,Fairly bad,Fairly bad
470162,Very good,Very bad,Fairly bad,Fairly bad
470163,Very good,Very bad,Very bad,Very bad
470164,Very good,Fairly good,Fairly bad,Fairly bad
470165,Fairly good,Fairly good,Very bad,Very bad
470167,Very good,Fairly bad,Very bad,Very bad
470168,Very good,Very bad,Very bad,Very bad
470169,Fairly good,Fairly bad,Very bad,Very bad
480183,Very good,Fairly bad,Very bad,Very bad
470172,Very good,Very bad,Very bad,Very bad
470174,Very good,Fairly good,Very bad,Very bad
470175,,,,
470177,Very good,Very bad,Very bad,Very bad
470179,Fairly good,Fairly bad,Fairly bad,Fairly bad
470180,Fairly good,Very good,Fairly good,Fairly good
470181,Very good,Fairly good,Very bad,Very bad
470182,Very good,Very bad,Fairly good,Very bad
470183,Very good,Very bad,Very bad,Very bad
470184,Very good,Fairly bad,Fairly bad,Fairly bad
470186,Very good,Very bad,Very bad,Very bad
470187,Very bad,Very bad,Very bad,Fairly good
470188,Very good,Very bad,Very bad,Very bad
470189,Fairly bad,Fairly good,Fairly good,Fairly bad
470190,Very good,Very bad,Very bad,Very bad
470191,Fairly good,Fairly bad,Very bad,Very bad
470193,Fairly good,Very bad,Fairly bad,Very bad
470196,Fairly good,Very bad,Fairly good,Very bad
470198,Very good,Fairly bad,Fairly good,Fairly good
470200,Fairly good,Fairly bad,Very bad,Very bad
470201,Very good,Very bad,Very bad,Very bad
470205,Fairly bad,Fairly good,Fairly bad,Very bad
470206,Very good,Very bad,Fairly bad,Very bad
470207,Fairly good,Fairly good,Very bad,Very bad
470208,Very good,Very bad,Very bad,Very bad
480222,Fairly bad,Fairly bad,Fairly good,Fairly bad
470212,Very good,Fairly bad,Fairly good,Fairly bad
470213,Very good,Fairly bad,Fairly bad,Very bad
470214,Fairly good,Very bad,Fairly bad,Fairly bad
470215,Very good,Very good,Very bad,Very bad
480230,Very good,Fairly bad,Fairly bad,Fairly bad
470216,Fairly good,Very bad,Fairly bad,Very bad
470217,Very good,Very bad,Fairly bad,Very bad
470218,Very bad,Very bad,Fairly good,Very bad
470219,Fairly good,Fairly good,Very bad,Very bad
470220,Very good,Fairly bad,Very bad,Very bad
470222,Very good,Very bad,Very bad,Very bad
470225,Very good,Fairly bad,Fairly bad,Very bad
470228,Very good,Very bad,Very bad,Fairly good
470229,Fairly good,Very bad,Very good,Fairly bad
470230,Very good,Fairly good,Fairly bad,Very bad
470232,Very bad,Very bad,Very bad,Very bad
470233,Very good,Fairly bad,Very bad,Very bad
470235,Fairly good,Fairly good,Very bad,Fairly bad
470237,,Fairly good,Fairly good,Fairly bad
470238,Fairly good,Fairly good,Fairly good,Very good
470239,Very good,Fairly good,Very bad,Very bad
470241,Fairly bad,Fairly bad,Fairly bad,Fairly bad
470242,Fairly good,Fairly bad,Fairly bad,Very bad
470243,Very good,Fairly bad,Very bad,Very bad
470246,Very good,Fairly bad,Fairly bad,Very bad
470247,Very good,Very good,Fairly bad,Very bad
470248,Very good,Very bad,Very bad,Very bad
470250,Very good,Very bad,Fairly bad,Very bad
470251,Fairly bad,,Fairly good,
470255,Very good,Very bad,Very bad,Very bad
480273,Fairly good,Fairly good,Fairly good,Fairly good
470256,Fairly good,Fairly good,Fairly good,Fairly bad
470257,Very good,Fairly bad,Very bad,Very bad
470259,Very good,Fairly bad,Fairly bad,Very bad
470260,Fairly good,Fairly bad,Fairly good,Very bad
470262,Very good,Fairly bad,Very bad,Very bad
470266,Very good,Fairly good,Very bad,Very bad
470267,Very good,Very good,Very bad,Very bad
470268,Very good,Fairly bad,Very good,Fairly good
470270,Fairly good,Fairly good,Fairly good,Fairly bad
470271,Fairly good,Fairly good,Fairly bad,Fairly bad
470272,Very good,Very bad,Very bad,Very bad
470273,Very good,Fairly bad,Very bad,Very bad
480292,Very good,Fairly good,Fairly bad,Very bad
470274,Fairly good,Fairly bad,Fairly good,Fairly good
470275,Very good,Fairly bad,Fairly bad,Fairly bad
470276,Very bad,Fairly bad,Fairly bad,Very bad
480296,Very good,Fairly good,Very bad,Very bad
470277,Very good,Very bad,Very good,Very bad
470278,Fairly bad,Fairly bad,Very bad,Very bad
470279,Very good,Very bad,Very bad,Very bad
470282,Fairly bad,Fairly bad,Fairly bad,Fairly bad
470283,Very good,Fairly good,Very bad,Very bad
480304,Fairly bad,Fairly bad,Very bad,Very bad
470284,Fairly good,Fairly bad,Very bad,Fairly bad
470285,Very good,Fairly good,Very bad,Very bad
470286,Very good,Fairly good,Very bad,Very bad
470289,Very good,Fairly good,Fairly good,Fairly good
470290,Very good,Fairly good,Very bad,Very bad
470291,Very good,Fairly good,Very bad,Very bad
470292,Fairly good,Fairly good,Very bad,Very bad
470293,Very good,Very bad,Very bad,Very bad
470294,Very good,Very bad,Very bad,Very bad
470301,Very good,Fairly bad,Fairly bad,Very bad
470305,Very good,Very good,Fairly good,Very bad
470309,Very good,Fairly good,Very bad,Fairly bad
470310,Fairly good,Fairly good,Fairly good,Fairly good
470311,Fairly good,Fairly good,Very bad,Very bad
470312,Very good,Fairly bad,Very bad,Fairly good
470313,Very good,Fairly bad,Very bad,Very bad
470314,Very good,Fairly good,Fairly good,Very bad
480336,Fairly good,Fairly good,Fairly good,Fairly good
480339,Fairly good,Fairly good,Very bad,Fairly good
470317,Very good,Very good,Fairly bad,Very bad
470319,Very good,Very bad,Fairly bad,Very bad
470320,Very good,Fairly good,Very bad,Very bad
470321,,,,
470322,Fairly good,Fairly bad,Fairly good,Fairly bad
470323,Very good,Fairly bad,Very bad,Very bad
470326,Very good,Very good,Very bad,Very bad
470329,Fairly good,Fairly bad,Fairly bad,Very bad
470330,Fairly bad,Fairly good,Fairly good,Fairly bad
470331,Very good,Fairly bad,Very bad,Very bad
470332,Very good,Fairly good,Very bad,Very bad
470333,Very good,Very bad,Very bad,Very bad
470334,Fairly good,Very good,Very bad,Very bad
470338,Very good,Very good,Very bad,Very bad
470340,Very good,Fairly bad,Very bad,Fairly bad
470341,Very good,Fairly good,Very bad,Very bad
470343,Very good,Very bad,Fairly bad,Very bad
470344,Fairly good,Fairly good,Fairly good,Fairly bad
470345,Very good,Fairly good,Very bad,Fairly good
470348,Very good,Very bad,Very bad,Very bad
470349,Very good,Fairly good,Very bad,Very bad
470350,Very good,Very bad,Fairly bad,Very bad
470351,Very good,Very bad,Very bad,Very bad
470352,Fairly good,Very bad,Very bad,Fairly good
470353,Very good,Very bad,Very bad,Very bad
470354,Fairly good,Fairly good,Very bad,Fairly bad
470355,Very good,Fairly bad,Very bad,Very bad
470356,Very good,Fairly good,Fairly good,
470358,Very good,Very bad,Fairly bad,Very bad
480385,Very good,Fairly good,Very bad,Very bad
470359,Very good,Fairly good,Very bad,Very bad
470361,Very good,Fairly good,Fairly bad,Very bad
470362,Fairly good,Fairly good,Fairly good,Fairly good
470363,Very good,Fairly good,Very bad,Very bad
470364,Very good,Fairly good,Very bad,Very bad
470365,Very good,Very bad,Very bad,Very bad
470366,Very good,Very good,Very bad,Very bad
470367,Very good,Very bad,Fairly bad,Very bad
470370,Fairly good,Very bad,Very bad,Very bad
470371,Fairly good,Very good,Very bad,Very bad
470372,Fairly bad,Fairly good,Fairly bad,Very bad
470373,Very good,Fairly bad,Fairly bad,Fairly good
470374,Fairly good,Very good,Fairly bad,Fairly bad
470375,Very good,Fairly bad,Very bad,Very bad
470376,Fairly good,Fairly good,Fairly bad,Fairly bad
470377,Fairly good,Fairly bad,Very bad,Very bad
470379,,,,
470382,Fairly good,Very bad,Fairly good,Fairly good
470383,Very good,Very good,Very bad,Very bad
470384,Fairly good,Very bad,Very bad,Very bad
470385,Fairly good,Fairly bad,Very bad,Very bad
470387,Very good,Fairly bad,Very bad,Very bad
470389,Fairly good,Fairly good,Very bad,Very bad
470391,Fairly good,Very good,Very bad,Very bad
470392,Fairly good,Very bad,Very bad,Fairly bad
470393,Very good,Fairly good,Very good,Very bad
470394,Very good,Fairly bad,Fairly bad,Fairly bad
470395,Fairly good,Fairly bad,Very bad,Fairly bad
470396,Very good,Fairly bad,Fairly bad,Very bad
470397,Very good,Fairly bad,Fairly bad,Very bad
470399,Fairly good,Fairly good,Fairly bad,Fairly good
470403,Very good,,Fairly good,Very good
480432,Fairly good,Very bad,Very bad,Very bad
470405,Fairly good,Fairly good,Very bad,Very bad
470407,Very good,Very bad,Very bad,Very bad
470408,Very good,Very good,Very bad,Very bad
470409,Very good,Fairly good,Very bad,Very bad
470411,Fairly good,Fairly bad,Very bad,Very bad
470412,Very good,Very bad,Fairly bad,Very bad
470414,Very good,Very bad,Fairly bad,Very bad
470415,Fairly good,Very bad,Very bad,Very bad
470416,Fairly good,Fairly good,Very bad,Fairly bad
470417,Fairly good,Very bad,Very bad,Very bad
470419,Very good,Fairly good,Very good,Very bad
470420,Very good,Fairly good,Very bad,Very bad
470421,Very good,Fairly bad,Very bad,Very bad
470422,Very good,Very bad,Fairly bad,Very bad
470423,Very good,Fairly bad,Very good,Very bad
470424,Very good,Fairly good,Very bad,Very bad
470425,Fairly good,Fairly bad,Very bad,Very bad
480454,Very good,Fairly bad,Very bad,Very bad
470426,Very good,Very bad,Very bad,Very bad
470427,Very good,Very bad,Very bad,Very bad
470428,Very good,Very bad,Very bad,Fairly good
470429,Very good,Very bad,Very bad,Very bad
470430,Very good,Very bad,Very bad,Very bad
470431,Very good,Fairly bad,Fairly bad,Very bad
470433,Very good,Fairly good,Fairly good,Very bad
470434,Very good,Fairly bad,Fairly bad,Fairly bad
470436,Very good,Fairly bad,Very bad,Very bad
470437,Very good,Fairly bad,Very bad,Very bad
470439,Fairly good,Fairly bad,Fairly bad,Very bad
470440,Very bad,Fairly good,Very good,Very bad
470442,Fairly good,Fairly bad,Fairly bad,Very bad
470444,Very good,Very bad,Very bad,Very bad
470445,Fairly good,Very bad,Very bad,Very bad
470446,Very good,Very good,Fairly bad,Very bad
470448,Very good,Very bad,Very bad,Very bad
480478,Fairly good,Very good,Very good,Very bad
470449,Very good,Fairly bad,Very bad,Very bad
470450,Fairly good,Very bad,Very bad,Very bad
470451,Very good,,Very good,Very bad
470452,Very good,Very bad,Very bad,Very bad
470455,Fairly good,Fairly good,Very bad,Very bad
470457,Fairly good,Fairly bad,Fairly bad,Fairly bad
470458,Very good,Fairly bad,Fairly good,Very bad
470459,Very good,Fairly bad,Fairly bad,Very bad
470460,Very good,Fairly bad,Fairly bad,Fairly bad
480491,Very good,Very bad,Very bad,Very bad
470461,Very good,Fairly bad,Fairly bad,Very bad
470466,Very bad,Fairly good,Very bad,Very bad
470468,Fairly good,Fairly bad,Very bad,Very bad
470469,Very good,Fairly bad,Fairly bad,Fairly good
470470,Very good,Fairly good,Fairly good,Very bad
470471,Very good,Very good,Very bad,Very bad
470472,Fairly good,Fairly good,Very bad,Very bad
470474,Very good,Fairly good,Very bad,Very bad
470476,Very good,Very bad,Very bad,Very bad
470477,Very good,Fairly bad,Very bad,Very bad
470478,Very good,Very bad,Very bad,Very bad
470480,Very good,Fairly bad,Fairly bad,Fairly bad
470481,Very good,Fairly bad,Very bad,Very bad
470482,Fairly good,Very good,Fairly bad,Fairly bad
470483,Very good,Fairly bad,Fairly bad,Fairly bad
470484,Fairly good,Very bad,Fairly bad,Very bad
470485,Fairly good,Fairly good,Very bad,Very bad
470487,Very good,Fairly bad,Fairly bad,Very bad
470488,Fairly good,Fairly bad,Very bad,Very bad
480520,Fairly good,,Fairly bad,Fairly bad
470489,Fairly good,Fairly bad,Very bad,Very bad
470490,Very good,Fairly bad,Very bad,Very bad
470491,Fairly good,Fairly bad,Very bad,Very bad
470492,Fairly good,Very bad,Very bad,Very bad
470495,Very good,Very bad,Very bad,Very bad
470496,Fairly good,Fairly good,Fairly bad,Fairly bad
470497,Very good,Very bad,Fairly bad,Fairly bad
470498,Fairly good,Fairly good,Fairly bad,Fairly bad
470499,Very good,Very bad,Very bad,Very bad
480532,Fairly good,Fairly good,Fairly good,Fairly bad
470501,Very good,Fairly bad,Very bad,Very bad
470502,Very good,Very bad,Very bad,Very bad
470503,Very good,Very good,Very bad,Very bad
470504,Very good,Very bad,Very bad,Very bad
470505,Very good,Fairly good,Very bad,Very bad
470506,Fairly good,Fairly bad,Fairly bad,Fairly bad
480540,Very good,Fairly good,Fairly good,Fairly bad
470507,Very good,Fairly bad,Very bad,Very bad
470508,Fairly good,Fairly good,Fairly bad,Very bad
470513,Very good,Fairly good,Fairly bad,Very bad
470514,Very bad,Very bad,Very good,Very bad
470515,Very good,Fairly bad,Very bad,Very bad
470517,Fairly good,Very bad,Very bad,Very bad
470518,Very good,Very good,Fairly bad,Very good
470519,Very good,Very good,Very bad,Very bad
470520,Very good,Fairly bad,Very bad,Very bad
470521,Fairly good,Very bad,Very bad,Very bad
470523,,,,
470524,Fairly good,Fairly good,Fairly bad,Fairly bad
470525,Very good,Fairly bad,Very bad,Very bad
470526,Very good,Very bad,Very bad,Very bad
470527,Very good,Fairly bad,Fairly bad,Fairly bad
470528,Very good,Fairly good,Fairly bad,Very bad
470529,Very good,Fairly good,Very bad,Very bad
470530,Fairly good,Fairly bad,Fairly bad,Very bad
470531,Very good,Fairly bad,Fairly good,Very bad
470532,Fairly good,,Fairly bad,Very bad
470535,Very good,Fairly good,Fairly good,Very bad
470536,Very good,Very bad,Very bad,Very bad
470540,Very good,Fairly bad,Very bad,Very bad
470541,Very good,Fairly bad,Very bad,Very bad
470542,Very good,Fairly good,Very bad,Very bad
470543,Very good,Fairly good,Very bad,Fairly bad
470545,Very good,Very bad,Very bad,Very bad
470547,Very good,Fairly good,Very bad,Very bad
470548,Very good,Fairly good,Very good,Fairly good
470549,Very good,Fairly bad,Very bad,Very bad
470550,Fairly good,Fairly bad,Very bad,Very bad
470552,Very good,Fairly good,Fairly bad,Very bad
470554,Very good,Fairly bad,Very bad,Very bad
470556,Fairly good,Fairly good,Very bad,Very bad
470557,Fairly good,Fairly good,Very bad,Very bad
470558,Fairly good,Fairly good,Very good,Very bad
470559,Very good,Fairly bad,Fairly good,Fairly bad
470560,Fairly good,Very bad,Very bad,Very bad
470561,Very good,Fairly good,Very bad,Fairly bad
470562,Very good,Very bad,Very good,Very bad
470564,Fairly good,Fairly good,Fairly good,Fairly good
470565,Very good,Fairly bad,Fairly bad,Fairly bad
470567,Fairly good,Fairly bad,Very bad,Very bad
470568,Fairly good,Fairly good,Fairly good,Fairly good
470570,Very good,Fairly good,Very good,Fairly good
470571,Very good,Very bad,Very bad,Very bad
470572,Fairly good,Fairly good,Fairly good,Fairly good
470573,Very good,Fairly bad,Fairly bad,Very bad
470574,Very good,Fairly good,Fairly good,Fairly bad
470575,Very good,Fairly good,Fairly bad,Very bad
470576,Very good,Fairly bad,Very bad,Very bad
470577,Fairly good,Very bad,Fairly good,Very bad
480614,Very good,Fairly good,Very bad,Very bad
470580,Fairly bad,Very bad,Very bad,Very bad
470581,Fairly bad,Fairly bad,Fairly bad,Fairly bad
470582,Very good,Fairly good,Fairly bad,Very bad
470583,Very good,Very bad,Fairly good,Very bad
480620,Fairly good,Fairly bad,Very bad,Very bad
470584,Fairly good,Very bad,Fairly bad,Very bad
470585,Very good,Fairly good,Very bad,Very bad
470586,Fairly good,Fairly bad,Fairly bad,Very bad
470587,Very good,Fairly bad,Very bad,Very bad
470589,Fairly good,Fairly bad,Fairly bad,Very bad
470591,Fairly good,Fairly bad,Fairly good,Fairly bad
470593,Fairly good,Fairly bad,Very bad,Very bad
470595,Fairly good,Fairly good,Fairly bad,Very bad
470596,Very good,Fairly bad,Fairly bad,Fairly bad
470597,Very good,Very bad,Very good,Very good
470599,Very good,Very bad,Very bad,Very bad
470600,,,,
470601,Very good,Very bad,Very bad,Fairly bad
470602,Very good,Very good,Very good,Very good
470605,Very good,Very good,Very bad,Very bad
470607,Very good,Fairly bad,Fairly bad,Very bad
470608,Fairly good,Fairly bad,Very bad,Very bad
470609,Very good,Fairly good,Very bad,Very bad
470612,Very good,Fairly good,Very bad,Fairly bad
470613,Very good,Fairly bad,Fairly good,Fairly good
470614,Fairly good,Fairly bad,Very bad,Very bad
470615,Very good,Fairly bad,Fairly good,Very bad
470617,Fairly good,Fairly bad,Very bad,Very bad
470618,Very good,Fairly good,Very bad,Very bad
470619,Very good,Fairly bad,Very bad,Very bad
470621,Fairly good,Very bad,Fairly bad,Very bad
470623,Very good,Fairly good,Fairly bad,Fairly bad
470625,Very good,Fairly bad,Very bad,Very bad
470626,Very good,Fairly good,Fairly bad,Very bad
470628,Fairly good,Very good,Very bad,Very bad
470629,Very good,Very bad,Very bad,Very bad
470630,Very good,Fairly bad,Very bad,Very bad
470631,Very good,Very bad,Fairly bad,Very bad
470632,Fairly good,Fairly bad,Very bad,Very bad
470633,Very good,Fairly good,Fairly bad,Very bad
470634,Very good,Fairly bad,Very bad,Very bad
470636,Very good,Fairly bad,Very bad,Very bad
470637,Very good,Fairly good,Very bad,Very bad
470640,Fairly good,Fairly bad,Fairly bad,Very bad
470641,Fairly good,Fairly bad,Fairly good,Very bad
470643,Fairly good,Fairly good,Fairly good,Fairly good
470645,Very good,Very bad,Fairly good,Very bad
470646,Fairly good,Fairly bad,Very bad,Very bad
470647,Very good,Fairly bad,Very bad,Very bad
470648,Very good,Very bad,Very bad,Very bad
470649,Very good,Fairly good,Very bad,Very bad
470650,Very good,Fairly bad,Fairly good,Fairly bad
470651,Fairly bad,Fairly good,Fairly good,Fairly bad
470652,Fairly good,Very bad,Very bad,Very bad
470653,Fairly good,Fairly good,Fairly good,Fairly good
470654,Very good,Fairly good,Very bad,Very bad
470655,Very good,Fairly good,Fairly bad,Very bad
480693,Very good,Very bad,Very bad,Very bad
470657,Very good,Fairly bad,Fairly bad,Very bad
470659,Fairly good,Fairly good,Very good,Fairly bad
470660,Very good,Fairly bad,Fairly bad,Very bad
480699,Very good,Fairly bad,Fairly bad,Fairly bad
470662,Fairly good,Very bad,Very bad,Very bad
470663,Very good,Fairly bad,Very bad,Very bad
470664,Very good,Very good,Very bad,Very bad
470665,Very good,Fairly bad,Very bad,Very bad
470666,Very good,Fairly bad,Fairly bad,Fairly good
470667,Very good,Very bad,Very bad,Very bad
470668,Very good,Fairly good,Very bad,Very bad
480708,Fairly good,Fairly bad,Fairly good,Fairly bad
470670,Very good,Fairly good,Fairly bad,Very bad
470671,Fairly good,Fairly good,Very bad,Fairly bad
470673,Very good,Very bad,Very bad,Very bad
470674,Fairly good,Fairly good,Fairly bad,Fairly good
470675,Fairly good,Fairly good,Very bad,Very bad
470676,Very good,Very bad,Very bad,Very bad
470678,Fairly good,Fairly bad,Fairly good,Fairly bad
470679,Fairly good,Fairly bad,Fairly good,Fairly bad
470681,Very good,Very bad,Fairly good,Very bad
470683,Very good,Fairly bad,Fairly bad,Very bad
470684,Very good,Very bad,Very bad,Very bad
470685,Fairly good,Very bad,Very bad,Very bad
470687,Very good,Fairly bad,Very bad,Very bad
470689,Very good,Fairly bad,Very bad,Fairly good
470691,Very good,Very bad,Fairly bad,Very bad
470692,Very good,Very bad,Very bad,Very bad
470694,Fairly bad,Fairly bad,Fairly bad,Fairly good
470695,Fairly good,Fairly good,Fairly bad,Very bad
470696,Fairly good,Very good,Very good,Very bad
470698,Very good,Fairly bad,Very bad,Very bad
470699,Very good,Fairly bad,Fairly bad,Very bad
470700,Very good,Fairly good,Fairly bad,Fairly bad
470701,Very good,Very good,Very bad,Very bad
470703,Very good,Fairly good,Very bad,Fairly bad
470705,Very good,Fairly bad,Fairly good,Very bad
470706,Fairly good,Fairly good,Very bad,Very bad
470707,Very good,Very good,Very bad,Very bad
470708,Fairly good,Fairly good,Very bad,Very bad
470711,Very good,Fairly good,Fairly bad,Very bad
470712,Very good,Very bad,Fairly bad,Very bad
470713,Fairly good,Fairly bad,Very bad,Very bad
480755,,,,
470715,Very good,Very bad,Fairly good,Fairly good
470718,Very good,Fairly good,Very bad,Very bad
470719,Fairly good,Very bad,Fairly bad,Very bad
470720,Very good,Very bad,Very bad,Very bad
470721,Very good,Fairly bad,Very bad,Very bad
470722,Fairly bad,Fairly good,Very bad,Very bad
470723,Very good,Fairly bad,Fairly bad,Very bad
470724,Very good,Fairly bad,Very bad,Very bad
470725,Very good,Fairly bad,Very bad,Very bad
470726,Very good,Fairly good,Fairly bad,Very bad
470727,Fairly good,Fairly bad,Very bad,Fairly bad
480771,Very good,Fairly good,Very bad,Very bad
470729,Very good,Fairly good,Very bad,Very bad
470730,Very good,Fairly good,Very bad,Very bad
470732,Fairly good,Fairly good,Fairly good,Fairly good
470736,Very good,Very bad,Very bad,Very bad
470738,Very good,Fairly good,Very bad,Very bad
470739,Fairly good,Fairly good,Very good,Fairly good
470741,Very good,Very bad,Very bad,Very bad
470742,Fairly good,Very bad,Very bad,Very bad
470743,Very good,Fairly bad,Very bad,Very bad
470744,Fairly good,Fairly good,Fairly good,Fairly good
470745,Very good,Fairly good,Very bad,Very bad
470746,Very good,Very good,Fairly bad,Fairly good
470748,Very good,Fairly good,Very bad,Very bad
470749,Very good,Fairly good,Very bad,Fairly bad
470750,Very good,Very bad,Very bad,Very bad
470753,Fairly good,Very bad,Fairly bad,Fairly bad
470755,Fairly good,Fairly bad,Very bad,Very bad
470756,Very good,Very bad,Very bad,Very bad
470757,Very good,Fairly good,Fairly bad,Very bad
470758,Very good,Very bad,Very bad,Very bad
480804,Very good,Fairly good,Very bad,Very bad
470759,Very good,Very bad,Fairly bad,Fairly bad
470760,Very good,Very bad,Very bad,Very bad
470761,Very good,Very bad,Very bad,Very bad
470763,Very good,Very good,Fairly bad,Very bad
470764,Fairly good,Very good,Very bad,Very bad
470765,Very good,Fairly bad,Very good,Very bad
470768,Very good,Very good,Very bad,Fairly good
470771,Very good,Very bad,Very good,Fairly bad
470773,Very good,Fairly good,Very bad,Very bad
470775,Very good,Very bad,Very bad,Very bad
