 RespId,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6
470367,No,No,No,No,No,No
470370,No,No,Yes,No,No,No
470371,No,No,Yes,No,No,No
470372,No,No,Yes,Yes,No,No
470373,No,No,No,No,No,No
470374,No,No,Yes,No,No,No
470375,No,No,No,No,No,No
470376,No,No,Yes,No,No,No
470377,No,No,Yes,No,No,No
470379,,,,,,
470382,No,No,Yes,No,No,No
470383,No,No,No,No,No,No
470384,No,No,No,No,Yes,No
470385,No,No,No,No,No,No
470387,No,No,No,No,No,No
470389,No,No,No,No,No,No
470391,No,No,No,No,No,No
470392,No,No,Yes,Yes,No,No
470393,No,No,Yes,Yes,No,No
470394,No,No,No,No,No,No
470395,No,No,No,No,No,No
470396,No,No,No,Yes,No,No
470397,No,No,No,No,Yes,No
470399,No,No,No,No,No,No
470403,No,No,No,No,Yes,No
480432,No,No,Yes,Yes,No,No
470405,No,No,No,No,No,No
470407,No,No,No,No,No,No
470408,No,No,Yes,No,No,No
470409,No,No,No,No,No,No
470411,No,No,No,No,No,No
470412,No,No,No,No,No,No
470414,No,No,No,No,No,No
470415,No,No,Yes,No,No,No
470416,No,No,No,No,No,No
470417,No,No,Yes,No,No,No
470419,No,No,No,No,No,No
470420,No,No,No,No,No,No
470421,No,No,No,No,No,No
470422,No,No,No,No,No,No
470423,Yes,No,No,No,No,No
470424,No,No,No,No,No,No
470425,No,No,Yes,No,No,No
480454,Yes,No,Yes,No,Yes,No
470426,No,No,Yes,No,Yes,No
470427,No,No,Yes,Yes,No,No
470428,No,No,No,No,Yes,No
470429,No,No,No,No,No,No
470430,No,No,No,No,No,No
470431,No,No,Yes,Yes,No,No
470433,No,No,Yes,No,No,No
470434,No,No,No,No,No,No
470436,No,No,Yes,No,No,No
470437,Yes,No,No,No,No,No
470439,No,No,No,No,No,No
470440,Yes,No,Yes,No,No,No
470442,No,No,No,No,No,No
470444,No,No,No,No,No,No
470445,No,No,Yes,No,No,No
470446,No,No,Yes,No,No,No
470448,No,No,No,No,No,No
480478,No,No,Yes,Yes,No,No
470449,No,No,No,No,No,No
470450,No,No,Yes,No,No,No
470451,No,No,No,No,No,No
470452,No,No,Yes,No,No,No
470455,Yes,No,Yes,Yes,No,No
470457,No,No,Yes,No,No,No
470458,No,No,No,No,No,No
470459,No,No,Yes,No,No,No
470460,Yes,No,Yes,No,No,No
480491,No,No,No,No,Yes,No
470461,No,No,Yes,Yes,No,No
470466,No,No,No,No,No,No
470468,Yes,No,Yes,Yes,Yes,No
470469,No,No,No,No,No,No
470470,No,No,No,No,No,No
470471,Yes,No,Yes,No,Yes,No
470472,No,No,Yes,No,No,No
470474,No,No,Yes,No,No,No
470476,No,No,No,No,No,No
470477,No,No,No,No,No,No
470478,No,No,Yes,No,No,No
470480,No,No,No,No,No,No
470481,No,No,No,No,No,No
470482,No,No,No,No,No,No
470483,No,No,No,No,No,No
470484,No,No,Yes,No,No,No
470485,No,No,No,No,Yes,No
470487,No,No,No,No,No,No
470488,No,No,Yes,Yes,Yes,No
480520,No,No,No,No,No,No
470489,No,No,No,No,No,No
470490,No,No,Yes,No,No,No
470491,No,No,Yes,Yes,No,No
470492,No,No,Yes,Yes,No,No
470495,No,No,No,No,No,No
470496,Yes,No,Yes,No,No,No
470497,No,No,No,No,No,No
470498,No,No,No,No,No,No
470499,No,No,No,No,No,No
480532,No,No,Yes,Yes,No,No
470501,No,No,No,No,No,No
470502,No,No,No,No,No,No
470503,No,No,No,No,No,No
470504,No,No,Yes,No,No,No
470505,No,No,Yes,Yes,No,No
470506,Yes,No,No,No,No,No
480540,Yes,No,No,No,No,No
470507,No,No,Yes,No,Yes,No
470508,No,No,No,No,Yes,No
470513,No,No,Yes,No,No,No
470514,No,No,Yes,No,No,No
470515,No,No,Yes,No,No,No
470517,No,No,No,No,No,No
470518,No,No,No,No,No,No
470519,No,No,Yes,No,No,No
470520,No,No,No,No,No,No
470521,No,No,Yes,Yes,No,No
470523,No,No,No,No,No,No
470524,No,No,Yes,No,No,No
470525,No,No,Yes,No,No,No
470526,No,No,No,No,No,No
470527,No,No,No,No,No,No
470528,No,No,Yes,No,No,No
470529,No,No,Yes,No,No,No
470530,No,No,No,No,No,No
470531,No,No,No,No,No,No
470532,No,No,No,No,No,No
470535,No,No,No,No,No,No
470536,No,No,No,No,No,No
470540,No,No,No,No,No,No
470541,No,No,No,No,No,No
470542,No,No,Yes,Yes,No,No
470543,No,No,No,No,No,No
470545,No,No,No,No,No,No
470547,No,No,No,No,No,No
470548,Yes,No,No,No,Yes,No
470549,Yes,No,No,No,No,No
470550,No,Yes,No,No,Yes,No
470552,No,No,Yes,Yes,No,No
470554,No,No,No,No,No,No
470556,Yes,No,Yes,No,Yes,No
470557,No,No,No,No,No,No
470558,No,No,Yes,Yes,No,No
470559,No,No,No,No,No,No
470560,No,No,Yes,No,No,No
470561,No,No,Yes,Yes,No,No
470562,No,No,No,No,No,No
470564,Yes,No,No,No,Yes,No
470565,Yes,No,No,No,Yes,No
470567,No,No,Yes,No,No,No
470568,No,No,Yes,No,Yes,No
470570,No,No,No,No,No,No
470571,No,No,Yes,Yes,No,No
470572,No,No,No,No,No,No
470573,No,No,No,No,No,No
470574,No,No,Yes,No,No,No
470575,No,No,Yes,Yes,No,No
470576,Yes,No,Yes,No,No,No
470577,Yes,No,No,No,Yes,No
480614,No,No,Yes,No,No,No
470580,No,No,No,No,No,No
470581,No,No,Yes,No,No,No
470582,No,No,Yes,No,Yes,No
470583,No,No,Yes,No,No,No
480620,No,No,No,No,No,No
470584,No,No,No,No,No,No
470585,No,No,No,No,No,No
470586,No,No,No,No,No,No
470587,No,No,No,No,No,No
470589,No,No,No,No,No,No
470591,No,No,No,No,No,No
470593,No,No,Yes,No,No,No
470595,No,No,Yes,No,No,No
470596,No,No,No,No,No,No
470597,No,No,No,No,No,No
470599,No,No,Yes,Yes,No,No
470600,No,No,Yes,Yes,No,No
470601,No,No,No,No,No,No
470602,No,No,No,No,No,No
470605,No,No,Yes,Yes,Yes,No
470607,No,No,No,No,No,No
470608,Yes,No,No,No,No,No
470609,No,No,No,No,No,No
470612,No,No,Yes,No,No,No
470613,No,No,No,No,No,No
470614,No,No,Yes,Yes,No,No
470615,No,No,No,No,Yes,No
470617,Yes,No,Yes,Yes,Yes,No
470618,No,No,No,No,No,No
470619,No,No,Yes,No,No,No
470621,No,No,No,No,No,No
470623,No,No,Yes,No,No,No
470625,No,No,Yes,No,No,No
470626,No,No,No,No,No,No
470628,No,No,No,No,No,No
470629,No,No,Yes,Yes,No,No
470630,No,No,No,No,No,No
470631,No,No,No,No,Yes,No
470632,Yes,No,No,No,No,No
470633,No,No,No,No,No,No
470634,No,No,Yes,No,No,No
470636,No,No,No,No,Yes,No
470637,No,No,Yes,No,No,No
470640,No,No,Yes,No,Yes,No
470641,No,No,No,No,Yes,No
470643,No,No,No,No,No,No
470645,No,No,No,No,No,No
470646,No,No,Yes,Yes,No,No
470647,No,No,No,No,No,No
470648,No,No,No,No,No,No
470649,No,No,Yes,No,No,No
470650,No,No,No,No,No,No
470651,No,No,No,No,Yes,No
470652,No,No,No,No,No,No
470653,No,No,No,No,Yes,No
470654,No,No,Yes,No,No,No
470655,No,No,No,No,Yes,No
480693,Yes,No,Yes,No,No,No
470657,No,No,No,No,No,No
470659,No,No,No,No,No,No
470660,No,No,No,No,Yes,No
480699,No,No,No,No,Yes,No
470662,No,No,Yes,No,No,No
470663,No,No,Yes,Yes,No,No
470664,No,No,No,No,Yes,No
470665,No,No,No,No,Yes,No
470666,No,No,No,No,No,No
470667,No,No,No,No,No,No
470668,No,Yes,Yes,No,No,No
480708,No,No,No,No,No,No
470670,No,No,Yes,No,No,No
470671,No,No,No,No,No,No
470673,No,No,No,No,No,No
470674,Yes,No,Yes,No,No,No
470675,No,No,No,No,No,No
470676,No,No,No,No,No,No
470678,No,No,Yes,No,No,No
470679,Yes,No,No,No,Yes,No
470681,No,No,No,No,No,No
470683,No,No,No,No,No,No
470684,No,No,No,No,No,No
470685,No,No,No,No,No,No
470687,No,No,Yes,No,No,No
470689,No,No,No,No,No,No
470691,No,No,Yes,Yes,No,No
470692,No,No,Yes,Yes,No,No
470694,Yes,No,No,No,No,Yes
470695,No,No,Yes,No,No,No
470696,No,No,No,No,No,No
470698,No,No,No,No,No,No
470699,No,No,No,No,No,No
470700,No,No,No,No,No,No
470701,No,No,No,No,No,No
470703,No,No,No,No,No,No
470705,No,No,No,No,No,No
470706,No,No,No,No,No,No
470707,No,No,Yes,Yes,No,No
470708,No,No,Yes,Yes,No,No
470711,No,No,Yes,No,No,No
470712,No,No,No,No,No,No
470713,Yes,No,No,Yes,Yes,No
480755,No,No,No,No,No,No
470715,No,No,Yes,No,Yes,No
470718,No,No,Yes,No,No,No
470719,No,No,Yes,No,No,No
470720,No,No,Yes,Yes,Yes,No
470721,No,No,No,No,No,No
470722,No,No,No,No,No,No
470723,No,No,No,Yes,No,No
470724,No,No,Yes,No,No,No
470725,No,No,No,No,No,No
470726,No,No,No,No,Yes,No
470727,No,No,No,No,No,No
480771,No,No,No,No,No,No
470729,No,Yes,Yes,Yes,No,No
470730,No,No,No,No,No,No
470732,No,No,No,No,No,No
470736,Yes,No,No,No,Yes,No
470738,No,No,No,No,No,No
470739,No,No,No,No,No,No
470741,No,No,Yes,Yes,No,No
470742,No,No,No,No,No,No
470743,No,No,Yes,No,No,No
470744,Yes,No,No,No,Yes,No
470745,No,No,Yes,No,No,No
470746,No,No,No,No,No,No
470748,Yes,No,No,No,Yes,No
470749,No,No,No,No,No,No
470750,No,No,Yes,Yes,No,No
470753,No,No,No,No,Yes,No
470755,No,No,No,No,No,No
470756,No,No,Yes,Yes,No,No
470757,No,No,No,No,No,No
470758,No,No,Yes,No,No,No
480804,No,No,No,No,No,No
470759,No,No,No,No,No,No
470760,Yes,No,No,No,No,No
470761,No,No,Yes,No,No,No
470763,No,No,No,Yes,No,No
470764,No,No,No,No,No,No
470765,No,Yes,No,Yes,No,No
470768,Yes,No,Yes,No,No,No
470771,No,No,Yes,No,No,No
470773,No,No,Yes,No,No,No
470775,No,No,No,No,No,No
470776,No,No,No,No,No,No
470777,No,No,No,No,No,No
470778,No,No,No,Yes,No,No
470780,No,No,No,No,No,No
470781,No,No,No,No,No,No
470782,No,No,No,No,No,No
470784,No,No,Yes,No,No,No
470786,No,No,Yes,No,No,No
470787,Yes,No,No,No,No,No
470788,No,No,No,No,No,No
470790,No,No,No,No,Yes,No
470791,No,No,No,No,No,No
470792,No,No,No,No,No,No
470794,No,No,No,No,No,No
480841,No,No,No,No,No,No
470795,No,No,No,No,No,No
470796,Yes,No,Yes,No,No,No
470797,Yes,No,No,No,No,No
470798,No,No,No,No,No,No
470799,No,No,Yes,Yes,Yes,No
470800,No,No,Yes,No,No,No
470801,No,No,No,No,No,No
470802,No,No,No,No,No,No
470803,No,No,No,No,No,No
470804,No,No,No,No,Yes,No
470808,No,No,Yes,No,No,No
470811,No,No,Yes,No,No,No
470813,No,No,No,No,No,No
470814,Yes,No,Yes,No,Yes,No
480863,No,No,Yes,No,No,No
470816,No,No,No,No,No,No
470817,No,No,No,No,No,No
470818,No,No,No,No,No,No
470819,No,No,No,No,No,No
470820,No,No,Yes,No,No,No
470821,No,No,No,No,No,No
470822,No,No,No,No,No,No
470823,No,No,No,No,No,No
470825,No,No,Yes,No,No,No
470826,No,No,No,No,No,No
470827,No,No,Yes,No,No,No
470828,Yes,No,No,No,Yes,No
470830,No,No,No,No,Yes,No
470832,No,No,No,No,No,No
470837,No,No,Yes,Yes,No,No
470838,No,No,No,No,No,No
470839,No,No,No,No,No,No
470840,No,No,No,No,No,No
470841,No,No,Yes,No,No,No
470842,No,No,No,No,No,No
470843,No,No,Yes,No,No,No
470844,No,No,No,No,No,No
470845,No,No,Yes,Yes,No,No
470848,No,No,No,No,Yes,No
470849,No,No,No,No,No,No
470852,No,No,No,No,No,No
470854,No,No,Yes,No,No,No
470855,No,No,,No,No,No
480904,No,No,No,No,No,No
470856,No,No,No,No,No,No
470857,No,No,No,No,No,No
470858,No,No,No,No,No,No
470859,No,Yes,Yes,Yes,Yes,Yes
470862,No,No,Yes,Yes,No,No
470863,No,No,No,No,No,No
470864,Yes,No,Yes,No,Yes,No
470865,No,No,No,No,No,No
470866,No,No,No,No,No,No
470868,Yes,No,No,No,No,No
470870,No,No,No,No,No,No
470871,No,No,Yes,No,No,No
470872,No,No,No,No,No,No
470873,No,No,No,No,No,No
470875,No,No,Yes,No,No,No
470876,No,No,No,No,Yes,No
470877,No,No,No,No,No,No
470878,No,No,Yes,No,No,No
470880,No,No,No,No,No,No
470881,No,No,No,No,No,No
470882,No,No,No,No,No,No
470883,No,No,No,No,No,No
470885,No,No,Yes,Yes,No,No
470887,No,No,No,No,No,No
470888,No,No,No,No,No,No
470889,No,No,No,Yes,No,No
470890,No,No,Yes,No,No,No
470893,No,No,Yes,No,No,No
470894,No,No,Yes,No,No,No
470895,No,No,Yes,No,No,No
470896,No,No,Yes,Yes,No,No
470898,No,No,Yes,No,No,No
470899,No,No,No,No,No,No
470900,No,Yes,Yes,No,No,No
470901,No,No,Yes,Yes,No,No
470902,No,No,No,No,No,Yes
470904,No,No,Yes,No,No,No
470905,No,No,Yes,No,No,No
470906,No,No,Yes,Yes,No,No
470907,No,Yes,Yes,Yes,No,No
470908,Yes,No,No,No,Yes,No
470911,No,No,No,No,No,No
470912,No,No,Yes,No,No,No
470914,No,No,Yes,No,No,No
470915,No,No,No,No,No,No
470920,No,No,Yes,Yes,Yes,No
470923,No,No,No,No,Yes,No
470924,No,No,No,No,No,No
470925,No,No,No,No,No,No
470926,No,No,No,No,No,No
470928,No,No,No,No,No,No
470930,No,No,No,No,No,No
470932,No,No,No,No,No,No
470933,No,No,No,No,No,No
470934,No,No,Yes,No,No,No
470935,No,No,Yes,No,No,No
470937,No,No,No,No,No,No
470938,No,No,No,No,No,No
470939,No,No,Yes,No,No,No
470940,No,No,No,No,No,No
470941,No,No,Yes,No,No,No
470942,No,No,Yes,No,Yes,No
470943,No,No,No,No,No,No
470944,No,No,No,No,No,No
470946,No,No,No,No,Yes,No
470948,No,No,No,No,No,No
470949,No,No,Yes,Yes,No,No
470950,No,No,No,No,No,No
470953,No,No,No,No,No,No
470954,No,No,Yes,No,No,No
470956,No,No,Yes,Yes,No,No
470957,No,No,No,No,Yes,No
470958,No,No,Yes,No,No,No
470959,No,No,No,No,No,No
470961,No,No,No,No,No,No
470962,No,No,No,No,No,No
481016,No,No,No,No,No,No
470963,Yes,No,No,No,No,No
470964,No,No,Yes,No,No,No
470965,No,No,No,No,No,No
470968,No,No,Yes,No,No,No
470971,No,Yes,Yes,No,No,No
470972,No,No,Yes,Yes,No,No
470973,No,No,Yes,Yes,No,No
481028,No,No,Yes,Yes,No,No
470974,No,No,No,No,No,No
481030,No,No,Yes,No,No,No
470975,No,No,No,No,No,No
470976,Yes,No,No,No,No,Yes
470977,No,No,No,No,No,No
470978,No,No,No,No,No,No
470979,No,No,No,No,Yes,No
470980,Yes,No,Yes,No,No,No
470981,No,No,No,No,No,No
470984,No,No,Yes,Yes,No,No
470987,No,No,No,No,No,No
470988,No,No,No,No,No,No
470991,No,No,Yes,No,No,No
470992,Yes,No,No,No,No,No
470993,No,No,No,No,No,No
470995,No,No,Yes,No,No,No
470996,No,No,No,Yes,No,No
470997,No,Yes,Yes,Yes,No,No
470998,No,No,No,No,No,No
470999,No,No,Yes,No,No,No
471000,No,No,No,No,No,No
471003,No,No,Yes,No,No,No
471004,No,No,No,No,No,No
471006,No,No,No,No,No,No
471007,No,No,Yes,No,No,No
471008,No,No,No,No,No,No
471009,No,No,No,No,Yes,No
471011,No,No,No,No,No,No
471012,No,No,Yes,No,No,No
471013,No,No,No,No,No,No
471014,No,No,No,No,Yes,No
471016,Yes,No,Yes,No,No,No
471017,No,No,No,No,No,No
471018,No,No,No,No,Yes,No
471019,No,,,No,No,No
471020,No,No,Yes,No,No,No
471021,No,No,No,No,No,No
471022,No,No,Yes,No,No,No
471023,Yes,No,No,No,No,No
471024,No,No,No,No,Yes,No
471025,No,No,No,No,No,No
471026,No,No,No,No,No,No
471027,No,No,Yes,No,No,No
471028,No,No,Yes,No,Yes,No
471031,No,No,No,No,No,No
471033,No,No,No,No,No,No
471034,No,No,Yes,Yes,No,No
471035,No,No,No,Yes,No,No
471036,No,No,No,No,No,No
471038,No,No,Yes,No,No,No
481096,No,No,No,No,Yes,No
471039,No,No,No,No,No,No
471040,No,No,No,No,Yes,No
471041,No,Yes,No,No,No,No
471042,No,No,Yes,No,No,No
471043,No,No,Yes,No,No,No
471044,No,No,No,No,No,No
471045,No,No,No,No,No,No
471046,No,No,No,No,No,No
471047,No,Yes,No,No,No,No
471049,No,No,No,No,No,No
471050,No,No,No,No,No,No
471051,No,Yes,No,No,No,No
471054,No,No,No,No,No,No
471056,No,No,Yes,No,No,No
471057,No,No,No,No,No,No
471058,No,No,No,No,Yes,No
471061,No,No,No,No,No,No
471062,No,No,No,No,No,No
481123,No,No,No,No,No,No
471064,Yes,No,Yes,No,No,No
471065,No,No,No,No,No,No
471067,No,No,No,No,Yes,No
471069,No,No,No,No,No,No
471071,No,No,No,No,No,No
471072,No,No,Yes,No,No,No
471076,No,No,No,No,No,No
471077,No,No,No,No,No,No
471078,No,No,No,No,No,No
471080,,No,,,No,
471081,No,No,No,No,Yes,No
471082,Yes,No,Yes,No,Yes,No
471084,No,No,No,No,No,No
471085,No,No,No,No,No,No
471087,No,No,No,No,No,No
471088,No,No,No,No,No,No
471090,No,No,Yes,No,No,No
471092,No,No,No,No,No,No
471093,No,No,No,No,No,No
471094,No,No,No,No,No,No
471095,No,No,Yes,Yes,Yes,No
481159,No,No,Yes,No,No,No
471096,No,No,No,No,No,No
471098,No,No,No,No,No,No
471101,No,No,No,No,No,No
481170,No,No,Yes,No,No,No
471105,No,No,No,No,No,No
471106,No,No,No,No,No,No
471107,No,No,Yes,No,No,No
471108,No,No,No,No,No,No
471109,Yes,No,No,No,No,No
471111,No,No,No,No,No,No
471112,No,No,Yes,No,No,No
471114,No,No,Yes,Yes,No,No
471115,Yes,No,No,No,No,No
471116,No,No,No,No,No,No
471117,No,No,Yes,No,No,No
481185,No,No,No,No,No,No
471118,No,No,Yes,Yes,No,No
471121,No,No,No,No,No,No
471122,No,No,No,No,No,No
471125,No,No,No,No,No,No
471126,No,No,No,No,No,No
471128,No,No,No,No,No,No
471130,No,No,No,No,No,No
471131,No,No,No,No,No,No
471133,No,No,No,No,No,No
471134,Yes,No,No,No,No,No
471136,No,No,Yes,Yes,No,No
471137,No,No,Yes,No,No,No
471138,No,No,No,No,Yes,No
471142,No,No,No,No,No,No
471143,Yes,No,No,No,No,No
471144,No,No,No,Yes,No,No
471147,No,No,Yes,No,No,No
471148,No,No,Yes,Yes,No,No
471149,No,No,No,No,No,No
471150,No,No,Yes,No,No,No
